,Total,Healthy,Sick,Immune,N,Initial_Outbreak,TRansmission_Rate,Recovery_Time,Mortality_Rate,Policy,Exp_#
672,8995,8106,455,434,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
673,8990,8103,448,439,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
674,8983,8101,431,451,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
675,8975,8097,422,456,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
676,8969,8094,405,470,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
677,8965,8092,389,484,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
678,8955,8089,375,491,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
679,8942,8089,358,495,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
680,8938,8088,342,508,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
681,8929,8087,325,517,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
682,8922,8086,313,523,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
683,8918,8084,303,531,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
684,8911,8082,196,633,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
685,8905,8081,187,637,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
686,8902,8080,182,640,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
687,8896,8077,173,646,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
688,8893,8076,169,648,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
689,8891,8075,164,652,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
690,8887,8075,157,655,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
691,8883,8075,146,662,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
692,8880,8074,136,670,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
693,8878,8074,130,674,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
694,8878,8074,128,676,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
695,8875,8074,123,678,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
696,8872,8074,114,684,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
697,8871,8074,113,684,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
698,8868,8074,108,686,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
699,8866,8072,105,689,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
700,10000,8983,1017,0,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
701,10000,8943,1057,0,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
702,10000,8935,1065,0,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
703,10000,8926,1074,0,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
704,9999,8922,1077,0,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
705,9999,8914,1085,0,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
706,9995,8907,1088,0,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
707,9994,8896,1098,0,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
708,9992,8880,1112,0,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
709,9991,8864,1127,0,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
710,9989,8844,1145,0,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
711,9979,8832,1147,0,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
712,9974,8825,1149,0,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
713,9969,8809,1160,0,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
714,9939,8793,1146,0,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
715,9921,8787,1134,0,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
716,9898,8778,1120,0,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
717,9873,8767,1102,4,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
718,9860,8749,1107,4,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
719,9839,8738,1097,4,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
720,9820,8724,1089,7,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
721,9789,8713,1069,7,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
722,9767,8691,1067,9,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
723,9751,8675,1062,14,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
724,9716,8659,1041,16,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
725,9690,8647,1023,20,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
726,9663,8637,1002,24,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
727,9641,8624,991,26,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
728,9623,8611,979,33,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
729,9597,8607,954,36,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
730,9568,8594,934,40,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
731,9552,8573,935,44,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
732,9530,8557,924,49,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
733,9510,8539,915,56,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
734,9489,8534,892,63,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
735,9473,8519,886,68,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
736,9456,8505,872,79,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
737,9440,8491,865,84,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
738,9432,8486,860,86,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
739,9421,8476,850,95,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
740,9407,8466,834,107,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
741,9388,8449,829,110,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
742,9375,8442,813,120,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
743,9359,8430,803,126,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
744,9346,8421,785,140,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
745,9337,8407,780,150,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
746,9324,8398,769,157,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
747,9303,8387,754,162,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
748,9285,8382,734,169,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
749,9270,8376,711,183,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
750,9253,8371,694,188,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
751,9239,8366,679,194,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
752,9216,8358,654,204,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
753,9207,8354,641,212,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
754,9191,8345,625,221,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
755,9183,8335,620,228,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
756,9171,8332,607,232,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
757,9161,8323,602,236,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
758,9147,8316,589,242,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
759,9130,8311,568,251,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
760,9115,8309,550,256,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
761,9099,8307,527,265,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
762,9090,8303,511,276,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
763,9082,8299,504,279,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
764,9070,8297,486,287,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
765,9057,8295,469,293,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
766,9049,8292,459,298,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
767,9043,8287,447,309,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
768,9031,8283,434,314,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
769,9023,8278,423,322,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
770,9012,8276,409,327,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
771,9004,8275,394,335,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
772,8997,8272,383,342,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
773,8990,8271,366,353,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
774,8981,8269,354,358,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
775,8975,8269,340,366,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
776,8970,8269,329,372,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
777,8961,8268,319,374,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
778,8956,8268,305,383,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
779,8951,8265,296,390,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
780,8943,8265,282,396,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
781,8940,8265,271,404,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
782,8936,8265,262,409,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
783,8932,8265,247,420,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
784,8930,8265,149,516,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
785,8926,8264,143,519,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
786,8920,8264,132,524,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
787,8919,8264,128,527,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
788,8919,8263,124,532,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
789,8913,8263,116,534,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
790,8909,8263,109,537,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
791,8906,8262,106,538,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
792,8905,8262,101,542,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
793,8904,8261,101,542,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
794,8900,8261,94,545,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
795,8898,8261,89,548,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
796,8896,8261,85,550,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
797,8895,8261,84,550,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
798,8893,8261,81,551,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
799,8892,8261,76,555,10000.0,0.1,0.5,28.0,0.02,0.9,8.0
800,10000,9021,979,0,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
801,10000,8978,1022,0,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
802,10000,8956,1044,0,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
803,9998,8946,1052,0,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
804,9998,8935,1063,0,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
805,9995,8918,1077,0,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
806,9991,8910,1081,0,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
807,9986,8896,1090,0,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
808,9982,8878,1104,0,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
809,9980,8869,1111,0,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
810,9968,8859,1109,0,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
811,9964,8847,1117,0,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
812,9956,8834,1122,0,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
813,9954,8820,1134,0,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
814,9932,8803,1129,0,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
815,9912,8784,1128,0,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
816,9889,8764,1125,0,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
817,9869,8738,1128,3,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
818,9841,8726,1109,6,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
819,9821,8707,1103,11,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
820,9795,8699,1081,15,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
821,9778,8681,1078,19,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
822,9759,8663,1074,22,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
823,9739,8647,1068,24,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
824,9716,8635,1055,26,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
825,9694,8617,1047,30,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
826,9675,8604,1033,38,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
827,9663,8588,1035,40,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
828,9644,8576,1024,44,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
829,9623,8561,1014,48,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
830,9605,8550,1000,55,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
831,9585,8532,996,57,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
832,9566,8519,980,67,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
833,9545,8501,970,74,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
834,9525,8486,956,83,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
835,9508,8476,946,86,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
836,9485,8455,940,90,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
837,9466,8437,926,103,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
838,9450,8428,916,106,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
839,9435,8416,910,109,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
840,9419,8401,893,125,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
841,9402,8392,878,132,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
842,9383,8383,856,144,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
843,9371,8369,853,149,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
844,9359,8364,840,155,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
845,9328,8356,801,171,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
846,9307,8349,776,182,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
847,9288,8338,762,188,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
848,9274,8329,749,196,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
849,9260,8322,734,204,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
850,9248,8315,717,216,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
851,9233,8311,693,229,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
852,9216,8304,674,238,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
853,9209,8302,661,246,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
854,9196,8288,649,259,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
855,9181,8284,630,267,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
856,9168,8276,617,275,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
857,9158,8274,600,284,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
858,9150,8272,583,295,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
859,9139,8267,568,304,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
860,9123,8266,542,315,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
861,9107,8260,523,324,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
862,9096,8250,513,333,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
863,9086,8246,497,343,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
864,9080,8242,488,350,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
865,9072,8240,476,356,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
866,9065,8237,466,362,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
867,9053,8235,451,367,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
868,9043,8229,439,375,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
869,9032,8228,424,380,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
870,9030,8227,417,386,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
871,9023,8225,405,393,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
872,9016,8224,389,403,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
873,9009,8219,380,410,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
874,9005,8216,373,416,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
875,9000,8214,361,425,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
876,8994,8213,346,435,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
877,8988,8210,339,439,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
878,8984,8209,331,444,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
879,8981,8209,320,452,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
880,8978,8208,311,459,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
881,8968,8204,297,467,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
882,8961,8202,284,475,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
883,8957,8201,277,479,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
884,8953,8200,175,578,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
885,8948,8197,170,581,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
886,8946,8197,166,583,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
887,8943,8197,162,584,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
888,8941,8197,158,586,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
889,8939,8196,153,590,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
890,8938,8196,151,591,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
891,8937,8196,145,596,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
892,8936,8196,142,598,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
893,8932,8196,137,599,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
894,8928,8196,128,604,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
895,8927,8196,120,611,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
896,8926,8196,115,615,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
897,8926,8196,111,619,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
898,8926,8196,106,624,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
899,8923,8195,101,627,10000.0,0.1,0.5,28.0,0.02,0.9,9.0
900,10000,9038,962,0,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
901,10000,9000,1000,0,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
902,10000,8992,1008,0,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
903,10000,8982,1018,0,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
904,9999,8974,1025,0,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
905,9996,8962,1034,0,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
906,9995,8953,1042,0,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
907,9992,8937,1055,0,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
908,9986,8918,1068,0,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
909,9983,8907,1076,0,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
910,9979,8889,1090,0,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
911,9970,8877,1093,0,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
912,9963,8866,1097,0,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
913,9956,8854,1102,0,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
914,9935,8832,1103,0,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
915,9906,8810,1096,0,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
916,9890,8796,1093,1,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
917,9857,8780,1076,1,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
918,9842,8769,1068,5,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
919,9810,8753,1050,7,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
920,9792,8743,1035,14,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
921,9767,8726,1026,15,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
922,9744,8716,1011,17,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
923,9717,8708,986,23,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
924,9699,8697,978,24,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
925,9671,8688,955,28,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
926,9646,8680,934,32,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
927,9636,8666,935,35,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
928,9616,8650,928,38,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
929,9602,8636,926,40,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
930,9587,8630,914,43,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
931,9569,8623,897,49,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
932,9552,8608,889,55,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
933,9530,8604,867,59,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
934,9523,8593,866,64,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
935,9510,8583,856,71,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
936,9492,8581,833,78,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
937,9470,8573,808,89,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
938,9451,8565,792,94,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
939,9436,8555,784,97,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
940,9426,8546,779,101,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
941,9408,8541,761,106,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
942,9392,8531,747,114,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
943,9380,8524,738,118,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
944,9367,8521,718,128,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
945,9351,8513,705,133,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
946,9343,8509,696,138,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
947,9322,8503,674,145,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
948,9303,8498,650,155,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
949,9281,8495,618,168,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
950,9269,8491,605,173,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
951,9258,8485,594,179,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
952,9249,8482,581,186,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
953,9240,8478,565,197,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
954,9228,8472,555,201,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
955,9222,8471,531,220,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
956,9211,8463,523,225,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
957,9203,8460,513,230,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
958,9193,8457,497,239,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
959,9184,8452,482,250,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
960,9176,8449,471,256,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
961,9166,8441,462,263,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
962,9161,8438,453,270,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
963,9149,8437,433,279,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
964,9144,8437,424,283,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
965,9135,8436,412,287,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
966,9123,8435,391,297,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
967,9114,8434,378,302,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
968,9104,8434,365,305,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
969,9099,8432,357,310,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
970,9089,8429,342,318,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
971,9083,8427,333,323,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
972,9073,8426,312,335,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
973,9068,8426,301,341,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
974,9062,8425,295,342,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
975,9058,8425,288,345,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
976,9053,8425,276,352,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
977,9044,8423,265,356,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
978,9039,8422,256,361,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
979,9031,8418,242,371,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
980,9023,8417,230,376,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
981,9021,8416,225,380,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
982,9018,8416,217,385,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
983,9015,8416,205,394,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
984,9010,8416,107,487,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
985,9010,8416,104,490,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
986,9009,8416,100,493,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
987,9006,8416,95,495,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
988,9005,8416,91,498,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
989,9003,8416,88,499,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
990,9000,8416,85,499,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
991,9000,8415,82,503,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
992,8998,8415,80,503,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
993,8997,8415,79,503,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
994,8995,8415,76,504,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
995,8994,8415,72,507,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
996,8994,8415,70,509,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
997,8990,8415,63,512,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
998,8988,8415,58,515,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
999,8986,8415,56,515,10000.0,0.1,0.5,28.0,0.02,0.9,10.0
1000,10000,9022,978,0,10000.0,0.1,0.5,28.0,0.02,0.9,11.0
1001,10000,8994,1006,0,10000.0,0.1,0.5,28.0,0.02,0.9,11.0
1002,10000,8986,1014,0,10000.0,0.1,0.5,28.0,0.02,0.9,11.0
1003,10000,8978,1022,0,10000.0,0.1,0.5,28.0,0.02,0.9,11.0
1004,9999,8961,1038,0,10000.0,0.1,0.5,28.0,0.02,0.9,11.0
1005,9998,8946,1052,0,10000.0,0.1,0.5,28.0,0.02,0.9,11.0
1006,9997,8933,1064,0,10000.0,0.1,0.5,28.0,0.02,0.9,11.0
1007,9993,8920,1073,0,10000.0,0.1,0.5,28.0,0.02,0.9,11.0
1008,9989,8908,1081,0,10000.0,0.1,0.5,28.0,0.02,0.9,11.0
